language,text
pol,Dzieci wyglądają na zmęczone pływaniem.
pol,Nie dane mu było spotkać się z nią ponownie.
pol,Seria wybuchów obróciła pracownię w ruinę.
pol,Japonia ma wiele cech szczególnych.
pol,Film trwał 2 godziny.
pol,Jak daleko jest do lotniska?
pol,"Cieszę się, że cię znów widzę."
pol,Poproszę do hotelu Hilton.
pol,Zwykle to ja myję naczynia.
pol,"Nie zapominaj, że mamy zadanie domowe."
pol,Deszcz pada.
pol,Chciałbym filiżankę kawy.
pol,Pamiętasz mnie?
pol,Już nie chcę.
pol,To jest mojego brata.
pol,Nie brakuje niczego.
pol,Weź książkę i przeczytaj ją!
pol,"Powiedział mi, że pojedzie do Wenecji."
pol,Zimno.
pol,Odpowiedz na pytanie.
pol,"Kiedy byłem mały, czytałem godzinami, sam w swoim pokoju."
pol,Jaką masz grupę krwi?
pol,Pamiętam pierwszy raz.
pol,"Był ubogi, ale nie pożyczał pieniędzy od innych."
pol,"Nie ma wątpliwości, że jest utalentowana."
pol,Poczta przychodzi przed południem.
pol,"Przestraszyłem się, mijając go."
pol,Jak możemy się upewnić co do jego uczciwości?
pol,Idę.
pol,"Nie, to nie jest mój nowy chłopak."
pol,"Nie wiem, jak to udowodnić, to zbyt oczywiste."
pol,Zamówiłem dwa hamburgery.
pol,"Mogę się tylko domyślać, czy tak samo sądzą inni."
pol,Nie jestem wielkim podróżnikiem.
pol,Każdy ma swoje silne i słabe strony.
pol,Jego smutna historia poruszyła mnie.
pol,Świeczka sama zgasła.
pol,Ojciec zabronił mi czytać książki w łóżku.
pol,Zostajesz w domu dziś wieczorem?
pol,Przyznanie się do winy to połowa drogi do jej wybaczenia.
pol,"Jaka praca, taka płaca."
pol,Boję się spadania.
pol,Skąd pochodzisz?
pol,To będzie kosztować 30 euro.
pol,Film trwał dwie godziny.
pol,Oto reszta.
pol,Chciałbym odebrać swoje kosztowności.
pol,W Wenecji jest zawsze wielu turystów.
pol,Wczoraj było trzęsienie ziemi.
pol,"Wiesz może, gdzie położyłem moje klucze?"
pol,Mam dużo przygotowań na jutro.
pol,"Powiedziane ulatuje, napisane pozostaje."
pol,"Jesteś przy mnie, a więc wszystko dobrze."
pol,Państwo nie zdołało sprostać oczekiwaniom obywateli.
pol,"Ci, co go znają, lubią go."
pol,Ściany mają uszy.
pol,"Myślałem, że to prawda."
pol,Zawołajcie policję!
pol,Zgadzam się.
pol,Czy mówi pan po włosku?
pol,"Właśnie miałem wychodzić, kiedy zadzwonił telefon."
pol,Smacznego!
pol,Bez wątpienia Wszechświat jest nieskończony.
pol,"Nie wiedziałem, że tyle wypił."
pol,Jak się masz? Jak minęła podróż?
pol,Ta dziewczyna zmieniła styl.
pol,Nie znam go.
pol,Mamy papieża.
pol,Dobrze mi służył ten nóż.
pol,Jesteś w moim typie.
pol,Nie każ mi powtarzać.
pol,Ile masz lat?
pol,Czego brakuje?
pol,A jednak znów prawdą jest coś przeciwnego.
pol,Życie bez miłości nie ma żadnego sensu.
pol,Możesz zadzwonić później?
pol,Wcale nie jestem przekonany.
pol,Dziś idziemy tańczyć.
pol,Chcieć to móc.
pol,Dobrze ci tak.
pol,Czy to poważne?
pol,Jesteś wielką miłością mego życia.
pol,Ostrzegłem go przed niebezpieczeństwem.
pol,– Kto to? – To twoja matka.
pol,Proszę poczekać w poczekalni.
pol,Czekają na was pod drzwiami.
pol,Przyszłaś właśnie kiedy wychodziłem.
pol,Oni chcą emigrować do Ameryki.
pol,To zrzęda.
pol,Prowadził interesy przez wiele lat.
pol,Pogodę przewiduje się naukowo.
pol,Wlał do herbaty mleka i zamieszał.
pol,On pozostawia po sobie niezatarte wrażenie.
pol,Jest niefotogeniczna.
pol,Wyśmiali nasze wysiłki.
pol,Chciałbym uruchomić grę na Windows 95.
pol,"Pracuję jak szalony, żeby zdążyć w terminie."
pol,Ojciec i młodsza siostra są stolarzami.
pol,W celu ochrony głowy należy nosić kask.
pol,Nie otwierać przed zatrzymaniem pociągu.
pol,Dlaczego przywiązujesz wagę do tego zdarzenia?
pol,Ile zostało kanapek?
pol,"Jeśli nawet to nie prawda, to dobrze wymyślone."
pol,Języki obce uważam za nadzwyczaj interesujące.
pol,To dobry człowiek.
pol,Opuść ręce.
pol,"Muszę wam się przyznać, że chrapię..."
pol,Są mocni tylko w gębie.
pol,Dziesięć tysięcy dodać pięć tysięcy pięćset daje piętnaście tysięcy pięćset.
pol,Już przynoszę rachunek.
pol,Udało nam się!
pol,Nieźle...!
pol,Byłeś tam kiedyś?
pol,"Kto nie ryzykuje, ten nic nie ma."
pol,"Dzieci, wstawać!"
pol,Moje gratulacje!
pol,"Żeby to osiągnąć, musisz zaryzykować."
pol,"Dziękuję, to wszystko."
pol,Idę po samochód.
pol,Znikł bez śladu.
pol,Nie wracam.
pol,Pić mi się chce.
pol,Masz rację.
pol,Zrobiłeś to celowo!
pol,Nic mu nie powiedziałeś?
pol,Musisz więcej pracować.
pol,Bardzo lubię swoją pracę.
pol,To niemożliwe!
pol,Poznałem sympatycznych ludzi.
pol,Rozmawiałem z przyjaciółmi.
pol,Film zaczął się o drugiej.
pol,Miło mi widzieć cię ponownie.
pol,Bardzoś się zmienił.
pol,"Powiedz mi, co się stało."
pol,Pozostaje tylko płakać.
pol,To poważne dziewczyny.
pol,Ależ jesteś piękna!
pol,"Jest tyle kościołów, co muzeów."
pol,Rozrywka jest łatwiejsza od pracy.
pol,To trudniejsze niż myślisz.
pol,Nie można jechać na dwóch koniach jednocześnie.
pol,Mam męża i dwoje dzieci.
pol,Rzadko go widuję.
pol,Dowiedział się o tym z gazety.
pol,"Nie wiem, czy będę mieć na to czas."
pol,"Zapytaj Tranga, czy dziś wieczór wychodzi."
pol,Kto to powiedział? To zupełna nieprawda!
pol,To za małe.
pol,"Kiedy to usłyszałem, nie wierzyłem własnym uszom."
pol,Przejął interes.
pol,Ona zagrała w tej sztuce.
pol,Ile wynosi ludność Japonii?
pol,Przekroczyliśmy budżet o 2 tysiące jenów.
pol,"Jeśli wybuchnie światowa wojna jądrowa, uważa się, że „atomowa zima” w skali całego globu może trwać kilka miesięcy."
pol,"Pojechał do Paryża, gdzie spotkał się mną po raz pierwszy."
pol,Na suficie siedzi wielka mucha.
pol,Szaleją za jazzem.
pol,Zwykle siedzi do późna w nocy.
pol,Jego starszy brat jest bardziej cierpliwy niż on.
pol,Jej matka mieszka na wsi zupełnie sama.
pol,Samolot wylądował dokładnie o szóstej.
pol,Żyli ze sobą w zgodzie.
pol,Trafił w cel.
pol,Szedł brzegiem morza.
pol,Pozdrów ją ode mnie.
pol,Daję spokój z matematyką.
pol,Upał zelżał.
pol,Nie mogłem sobie przypomnieć ich nazwisk.
pol,Moja matka świetnie przyrządzała ziemniaki.
pol,W końcu przyjdzie.
pol,"On nie ma ani żony, ani dzieci, ani przyjaciół."
pol,W jego ogrodzie zawsze kwitną rozmaite kwiaty.
pol,Czy masz gorączkę?
pol,Wczoraj tam poszedł.
pol,Zachowywał się jak wariat.
pol,Wypogodziło się.
pol,Ziewnął potężnie.
pol,Ona jest trudna w kontakcie.
pol,Jej ojciec podobno zginął w wypadku.
pol,Jak się pan nazywa?
pol,Natsume Soseki żył w tych samych czasach co Mori Ogai.
pol,Nie zmieniaj tematu.
pol,Czy mówi pan po japońsku?
pol,Uchodźcy ściągali z całego kraju.
pol,Płakał z radości.
pol,Nazwali tę wioskę „Nowy Amsterdam”.
pol,Po latach stała się równie piękna jak jej matka.
pol,Objaśni mi pan drogę na stację metra?
pol,"Biedował, mieszkał w małej chatce."
pol,Był miły.
pol,"Pojechał do Anglii, by studiować literaturę angielską."
pol,Samolot zniknął w mgnieniu oka.
pol,Miał nadzieję na fotel prezesa.
pol,"To dobry pomysł, by poprosić go o pomoc."
pol,Japonia to kraj przemysłowy.
pol,Ona świata nie widzi poza pracą.
pol,Sam się obudził.
pol,"Aby uniknąć przenikliwego zimna, włożyła ciepły płaszcz."
pol,"Policja przypuszcza, że mógł napaść na bank."
pol,Uważany był za japońską odpowiedź na Picassa.
pol,Mama leży w łóżku z przeziębieniem.
pol,"Ona jest zbyt wstydliwa, żeby otwarcie wyrażać swe opinie."
pol,„Kim jest ta dziewczyna?” „To Keiko.”
pol,Jakimś cudem znalazłem jego dom.
pol,Wykuł stalowy miecz.
pol,Dziecko niemal zadławiło się jedząc słodycze.
pol,Czas iść do szkoły.
pol,Czy twoja matka umie prowadzić samochód?
pol,W tym hotelu panuje domowa atmosfera.
pol,Czy przyjedziemy na czas?
pol,Świeca sama zgasła.
pol,Każda istota ma instynkt samozachowawczy.
pol,Do wakacji jeszcze tylko tydzień.
pol,Miło cię widzieć.
pol,Właśnie na to czekałem.
pol,Miała na sobie czerwoną spódniczkę.
pol,"Według mnie, jesteś w błędzie."
pol,"Przyjaciel zawiódł jej zaufanie, teraz chce się na nim zemścić."
pol,"Dobrze, byś się z nim spotkał i posłuchał, co ma do powiedzenia."
pol,Ona nic tylko narzeka.
pol,W czasie orgii Megumi biegała nago po trawniku.
pol,"Co, nie mogę ci mówić po imieniu?"
pol,"Sądził, zresztą słusznie, że to najlepsze, co można zrobić."
pol,Nie miał nic wspólnego ze skandalem.
pol,Jest w stanie zainwestować 1 mln jenów w akcje.
pol,"Gdy usłyszała tę wiadomość, płakała wniebogłosy."
pol,"Jeśli wcześnie wstaniesz, zobaczysz wschód słońca."
pol,Ona nie jest już podlotkiem. Ma co najmniej 30 lat.
pol,Po bójce miał pełno siniaków.
pol,Ona mówi dość szybko.
pol,"Obiecał, że mi pomoże."
pol,USA nazywają siebie „światowym żandarmem” i stosują siłę wojskową.
pol,"Wyraźnie powiedział, o co mu chodzi."
pol,"Jestem zły, że nie dotrzymała obietnicy."
pol,Jego młodszy brat zabłądził w mieście.
pol,"Niezależnie, czy on przyjdzie, czy nie, ja idę."
pol,"Gdy dorósł, został po latach sławnym muzykiem."
pol,"Jest otwartym człowiekiem, dobrze się z nim rozmawia."
pol,W zeszłym miesiącu pojechała do Europy.
pol,Nie był świadom swych słabych stron.
pol,Podniosła kamyk.
pol,Przyszedł do mnie po prośbie i zapytał o pożyczkę.
pol,Przypisywał swój sukces ciężkiej pracy.
pol,Dostał sporo pieniędzy jako rekompensatę za swój wypadek.
pol,Byli zaniepokojeni tą wiadomością.
pol,Ojciec wróci pewnie około siódmej.
pol,"Działaj, nie gadaj."
pol,Pojechała do Niemiec studiować medycynę.
pol,Grał na fortepianie bez nut.
pol,Często pisze listy do rodziców.
pol,Wrak zidentyfikowano jako Titanica.
pol,Mieszkańcy północnej Japonii korzystają z zimowej aury i szusują na nartach.
pol,Karmię dziecko piersią.
pol,Nie zamknęła drzwi wejściowych.
pol,Nie został dopuszczony do studiów.
pol,Ma około 6 stóp wzrostu.
pol,"Jest wielkim artystą, wszyscy winniśmy mu podziw."
pol,On pewnie czeka na ciebie.
pol,On przeprowadza doświadczenia w swojej pracowni.
pol,Oznaczyli parcelę pod dom układając kamienie.
pol,Niejednokrotnie musiała używać słownika.
pol,Amazonka płynie zakosami przez północną Brazylię.
pol,Jeszcze nie wrócił z gór.
pol,Ma koszmarnego pecha.
pol,Wysłali natychmiast chorego do szpitala.
pol,Ona intensywnie przygotowuje się do egzaminów.
pol,"On żałuje tego, co zrobił."
pol,Nie ma za co.
pol,Spróbujmy coś zrobić!
pol,Jesteś w lepszym położeniu niż ja.
pol,Oprowadzę pana po mieście.
pol,To trzecie co do wielkości miasto Serbii.
pol,Poproszę rachunek.
pol,Wyznałem swoje grzechy.
pol,Możesz zostać ile chcesz.
pol,Czas leczy rany.
pol,Jutro o tej porze będę w Londynie.
pol,Był ranny na wojnie.
pol,Ojciec przetłumaczył list po niemiecku na japoński.
pol,"Oskarżył ją, że go okłamała."
pol,Mają bliźniaczki.
pol,Dla niego głód był zawsze pojęciem abstrakcyjnym – zawsze miał co jeść.
pol,Postaram się nie przeszkadzać ci w nauce.
pol,Jesteś bez serca.
pol,Błyskawica poprzedza grom.
pol,Często chodzę do kina.
pol,Chłopak bał się ciemności.
pol,To długopis.
pol,Prawie się przestraszyłem nie widząc cię przez cały dzień w sieci.
pol,Nie mam usprawiedliwienia.
pol,Nie mogę sobie przypomnieć jego nazwiska.
pol,Jesteś dla mnie wszystkim.
pol,Przejrzał gazetę przed pójściem spać.
pol,Kupił mi nowy słownik.
pol,"Przepraszam, że kazałem ci czekać tak długo."
pol,Ilu godzin snu potrzebujesz?
pol,Łatwo wkurza się o byle co.
pol,Tokio jest większe niż inne miasta w Japonii.
pol,Chciałbym pojechać za granicę.
pol,Pomyliłem panią z panią Brown.
pol,Moje życie jest nierealne.
pol,Chciałbym prowadzić samochód.
pol,Dlaczego robi awanturę o takie drobnostki?
pol,"Ucz się dobrze, inaczej poniesiesz klęskę."
pol,Tak właśnie myślałem.
pol,"Pomyślała, że trzeba coś z tym zrobić."
pol,To była nowa książka.
pol,"Kiedy zobaczyła, jak się wystroił, wybuchnęła śmiechem."
pol,"Nie wiem, czy mam czas."
pol,To będzie 30 euro.
pol,"Cześć, jak się masz?"
pol,"Cześć, to jest Mike."
pol,Ta szkoła została założona w roku 1650.
pol,Napoleon poprowadził swoje wojska na Rosję.
pol,Bez problemu rozwiązał to zadanie.
pol,Ten lek przyspieszył proces wzrostu.
pol,Miałem straszny sen.
pol,Chiny są znacznie większe niż Japonia.
pol,Może padać śnieg.
pol,Rozmawiałem z rodzicami na temat mojego studiowania za granicą.
pol,Połowa jabłek zgniła.
pol,W spisie powszechnym trasianka będzie utożsamiona z białoruskim.
pol,Czy to produkt szwajcarski?
pol,Siostra niedługo będzie z nami.
pol,Nie zapominaj o nas!
pol,"Trzeba było nie podlewać kwiatów. Kiedy tylko skończyłem, zaczęło padać."
pol,Chiny to największy kraj Azji.
pol,Ten dom jest duży.
pol,"Na koncercie było miło, ale w sali panował chłód."
pol,Policja bada przyczyny nieszczęśliwego wypadku.
pol,Zacznijmy od lekcji 10.
pol,Świat to dom wariatów.
pol,Akta odesłano do ministerstwa.
pol,Dlaczego pytasz?
pol,Już nie mogę!
pol,Posprzątaj pokój.
pol,Jest dwudziesty szósty.
pol,Wychodzę.
pol,Boli mnie głowa.
pol,Idę się kąpać.
pol,Sztuka dla sztuki.
pol,O gustach się nie dyskutuje.
pol,To mnie nie zaskakuje.
pol,Na stole stoi butelka wina.
pol,Proszę zażądać nowej wersji oprogramowania.
pol,Życie to nie tylko radość i beztroska.
pol,Obaj chłopcy krzyknęli.
pol,"Wiesz, że jesteś pierwszą sekretarką, która tak otwarcie ze mną rozmawia?"
pol,Nie mam czucia w palcach.
pol,Żenił się kilka razy.
pol,Graliśmy sobie w baseball.
pol,"W obie strony? Nie, tylko w jedną."
pol,Nie mam zielonego pojęcia.
pol,"Człowiek nie otrzymuje niczego, jak tylko z niebios."
pol,"Korzystaliśmy z zasobów energetycznych Ziemi tak, jakby były nieograniczone."
pol,To nie może być prawda.
pol,Mój dom jest wygodnie położony – blisko dworca.
pol,Historia o rozdzieleniu dwóch tygrysiątek wydała mi się nieco banalna.
pol,W tym muzeum jest podobno jeden obraz Picassa i dwa Renoira.
pol,Bomba atomowa to straszliwa broń.
pol,Jest pan bardzo miły.
pol,"Zmusiła mnie, bym z nią poszedł."
pol,Założył czerwoną marynarkę.
pol,"Jak na swoją cenę, ta tkanina jest dobrej jakości."
pol,Przed wyjściem zamykaj drzwi.
pol,To tylko twoja wyobraźnia.
pol,To jabłko jest intensywnie czerwone.
pol,Wrócę.
pol,To niczego nie zmieni.
pol,Muszę oddzwonić do pana.
pol,"O, proszę mi to pokazać!"
pol,Wstyd mi za siebie.
pol,Masz prezerwatywę?
pol,"Zainspirowany religiami azjatyckmi, stworzył liczne wspaniałe rzeźby."
pol,Henry James był rodowitym Amerykaninem.
pol,Wycisnął sok z kilku pomarańcz.
pol,"Spokojnie, przyspieszanie spraw przyniesie efekt odwrotny."
pol,Nie chcę tak długo czekać.
pol,Ten film nie osiągnął sukcesu w Japonii.
pol,Ptaki mają dobry wzrok.
pol,"Była gęsta mgła, nie było widać nic na wyciągnięcie ręki."
pol,"Dziś mam wolne, chodźmy na plażę."
pol,Do tego budynku nie ma wstępu.
pol,To się powinno spodobać każdemu.
pol,Posiadła znajomość angielskiego.
pol,Wiał przyjemny wiatr od rzeki.
pol,Poprosiłem ją o zrobienie czterech kopii tego listu.
pol,Ten klub ma ponad 50 członków.
pol,Pod względem wieku jest odpowiednia do tej pracy.
pol,Zadaniem żołnierzy było zniszczenie tego mostu.
pol,Wolę iść niż jechać samochodem.
pol,"W tegorocznych wyborach dotknęła palcem ekranu i oddała głos. Żyjąc w Ameryce przez 106 lat, zarówno w dobrych, jak i złych czasach, p. Cooper widziała, jak Ameryka żyje i jakim zmianom może ulegać."
pol,Starannie uporządkował pokój.
pol,Pies rzadko gryzie nie atakowany.
pol,Czy są kursy jednodniowe?
pol,Wszyscy studenci wstali.
pol,W czasie wakacji pracowałem na poczcie.
pol,Nie gap się na ludzi.
pol,Muzyk mocno walił w bębny.
pol,Kupiłem czapkę w tym sklepie.
pol,Przedstawiła mi tę panią.
pol,Oliwa sprawiedliwa zawsze na wierzch wypływa.
pol,Dziękuję za pański list z siódmego stycznia.
